negative  	{'BIGRAM_hate_https': 0.5, 'TRIGRAM_hate_https_//t.co/8jq411twqn': 0.5, 'UNI_//t.co/8jq411twqn': 0.5, 'TRIGRAM_nvm_hate_https': 0.5, 'BIGRAM_nvm_hate': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'UNI_nvm': 0.5, 'BIGRAM_https_//t.co/8jq411twqn': 0.5}
negative  	{'BIGRAM_ass_goofy': 0.5, 'BIGRAM_talk_hate': 0.5, 'BIGRAM_friend_talk': 0.5, 'TRIGRAM_friend_talk_hate': 0.5, 'BIGRAM_goofy_told': 0.5, 'BIGRAM_told_friend': 0.5, 'TRIGRAM_goofy_told_friend': 0.5, 'UNI_talk': 0.5, 'UNI_shit': 0.5, 'UNI_told': 0.5, 'BIGRAM_bitch_fat': 0.5, 'UNI_bitch': 0.5, 'TRIGRAM_ass_goofy_told': 0.5, 'TRIGRAM_fat_ass_goofy': 0.5, 'UNI_fat': 0.5, 'UNI_goofy': 0.5, 'TRIGRAM_bitch_fat_ass': 0.5, 'UNI_hate': 0.5, 'BIGRAM_hate_shit': 0.5, 'BIGRAM_fat_ass': 0.5, 'UNI_friend': 0.5, 'UNI_ass': 0.5, 'TRIGRAM_told_friend_talk': 0.5, 'TRIGRAM_talk_hate_shit': 0.5}
negative  	{'TRIGRAM_everything_exactly_like': 0.5, 'UNI_like': 0.5, "BIGRAM_n't_beat": 0.5, 'BIGRAM_join_sis': 0.5, 'UNI_sis': 0.5, 'UNI_beat': 0.5, "TRIGRAM_ca_n't_beat": 0.5, 'TRIGRAM_rt_emmiehong_bitches': 0.5, "TRIGRAM_n't_like_everything": 0.5, 'TRIGRAM_emmiehong_bitches_swear': 0.5, 'UNI_bitches': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_like_everything': 0.5, 'UNI_swear': 0.5, 'BIGRAM_sis_i…': 0.5, 'UNI_exactly': 0.5, "TRIGRAM_like_ca_n't": 0.5, 'BIGRAM_bitches_swear': 0.5, "BIGRAM_n't_like": 0.5, 'UNI_everything': 0.5, 'UNI_rt': 0.5, 'BIGRAM_like_ca': 0.5, 'UNI_emmiehong': 0.5, 'UNI_i…': 0.5, 'UNI_ca': 0.5, 'TRIGRAM_beat_join_sis': 0.5, 'BIGRAM_beat_join': 0.5, 'TRIGRAM_like_everything_exactly': 0.5, 'BIGRAM_exactly_like': 0.5, 'BIGRAM_emmiehong_bitches': 0.5, "TRIGRAM_swear_hate/do_n't": 0.5, 'BIGRAM_rt_emmiehong': 0.5, 'UNI_hate/do': 0.5, "TRIGRAM_hate/do_n't_like": 0.5, 'UNI_join': 0.5, "UNI_n't": 0.5, 'TRIGRAM_exactly_like_ca': 0.5, 'BIGRAM_swear_hate/do': 0.5, 'TRIGRAM_join_sis_i…': 0.5, 'BIGRAM_everything_exactly': 0.5, "TRIGRAM_n't_beat_join": 0.5, 'TRIGRAM_bitches_swear_hate/do': 0.5, "BIGRAM_hate/do_n't": 0.5}
negative  	{'TRIGRAM_rt_gamaoyko_could': 0.5, 'BIGRAM_love_pangz': 0.5, 'TRIGRAM_gamaoyko_could_never': 0.5, 'UNI_heart❤': 0.5, 'TRIGRAM_love_pangz_avi34ryan': 0.5, 'TRIGRAM_pangz_avi34ryan_good': 0.5, 'UNI_living': 0.5, 'UNI_pangz': 0.5, 'BIGRAM_heart❤_love': 0.5, 'BIGRAM_inside_heart❤': 0.5, 'BIGRAM_living_inside': 0.5, 'BIGRAM_good_morning': 0.5, 'UNI_inside': 0.5, 'UNI_gamaoyko': 0.5, 'UNI_avi34ryan': 0.5, 'TRIGRAM_never_hate_living': 0.5, 'BIGRAM_avi34ryan_good': 0.5, 'TRIGRAM_hate_living_inside': 0.5, 'UNI_love': 0.5, 'BIGRAM_pangz_avi34ryan': 0.5, 'UNI_good': 0.5, 'BIGRAM_rt_gamaoyko': 0.5, 'UNI_rt': 0.5, 'BIGRAM_never_hate': 0.5, 'TRIGRAM_inside_heart❤_love': 0.5, 'UNI_could': 0.5, 'UNI_never': 0.5, 'TRIGRAM_could_never_hate': 0.5, 'BIGRAM_hate_living': 0.5, 'TRIGRAM_good_morning_babe😍': 0.5, 'UNI_morning': 0.5, 'BIGRAM_morning_babe😍': 0.5, 'UNI_babe😍': 0.5, 'TRIGRAM_heart❤_love_pangz': 0.5, 'UNI_hate': 0.5, 'BIGRAM_could_never': 0.5, 'TRIGRAM_avi34ryan_good_morning': 0.5, 'TRIGRAM_living_inside_heart❤': 0.5, 'BIGRAM_gamaoyko_could': 0.5}
negative  	{'UNI_닉네임_앞을_사로_바꾸면_사랑스럽다': 0.5}
negative  	{'TRIGRAM_hate_korean_people': 0.5, 'UNI_korean': 0.5, 'UNI_people': 0.5, 'BIGRAM_korean_people': 0.5, 'UNI_hate': 0.5, 'BIGRAM_hate_korean': 0.5}
negative  	{"BIGRAM_sht_'re": 0.5, 'UNI_worse': 0.5, 'TRIGRAM_u_unnecessary_sht': 0.5, 'BIGRAM_worse_mom': 0.5, 'BIGRAM_mom_istg': 0.5, 'BIGRAM_hate_u': 0.5, "TRIGRAM_sht_'re_worse": 0.5, 'UNI_unnecessary': 0.5, 'UNI_u': 0.5, "UNI_'re": 0.5, 'BIGRAM_unnecessary_sht': 0.5, "TRIGRAM_unnecessary_sht_'re": 0.5, "BIGRAM_'re_worse": 0.5, 'UNI_istg': 0.5, 'TRIGRAM_worse_mom_istg': 0.5, "TRIGRAM_'re_worse_mom": 0.5, 'UNI_hate': 0.5, 'BIGRAM_u_unnecessary': 0.5, 'UNI_mom': 0.5, 'TRIGRAM_hate_u_unnecessary': 0.5, 'UNI_sht': 0.5}
negative  	{'BIGRAM_hate_money': 0.5, 'UNI_hate': 0.5, 'UNI_money': 0.5, 'UNI_problems': 0.5, 'BIGRAM_money_problems': 0.5, 'TRIGRAM_hate_money_problems': 0.5}
negative  	{'BIGRAM_save_past': 0.5, 'TRIGRAM_tf_kinda_country': 0.5, 'TRIGRAM_fic_tagged_high': 0.5, 'UNI_save': 0.5, 'BIGRAM_tf_kinda': 0.5, 'BIGRAM_fic_tagged': 0.5, 'TRIGRAM_save_past_life': 0.5, 'TRIGRAM_tagged_high_heels': 0.5, 'BIGRAM_love_tf': 0.5, 'UNI_past': 0.5, 'UNI_high': 0.5, 'TRIGRAM_tattoos_hate_love': 0.5, 'TRIGRAM_hate_love_tf': 0.5, 'UNI_heels': 0.5, 'UNI_tagged': 0.5, 'TRIGRAM_kinda_country_save': 0.5, 'BIGRAM_tagged_high': 0.5, 'TRIGRAM_heels_fake_relationship': 0.5, 'UNI_tattoos': 0.5, 'UNI_love': 0.5, 'UNI_kinda': 0.5, 'TRIGRAM_country_save_past': 0.5, 'TRIGRAM_relationship_tattoos_hate': 0.5, 'TRIGRAM_fake_relationship_tattoos': 0.5, 'BIGRAM_heels_fake': 0.5, 'UNI_fake': 0.5, 'BIGRAM_high_heels': 0.5, 'BIGRAM_country_save': 0.5, 'TRIGRAM_high_heels_fake': 0.5, 'BIGRAM_hate_love': 0.5, 'BIGRAM_fake_relationship': 0.5, 'UNI_relationship': 0.5, 'TRIGRAM_love_tf_kinda': 0.5, 'UNI_fic': 0.5, 'BIGRAM_kinda_country': 0.5, 'UNI_life': 0.5, 'BIGRAM_tattoos_hate': 0.5, 'BIGRAM_relationship_tattoos': 0.5, 'UNI_hate': 0.5, 'BIGRAM_past_life': 0.5, 'UNI_tf': 0.5, 'UNI_country': 0.5}
negative  	{'UNI_love/hate': 0.5, 'UNI_thec': 0.5, "UNI_'s": 0.5, 'BIGRAM_heat_least': 0.5, "BIGRAM_'s_ending": 0.5, 'BIGRAM_least_mitb': 0.5, 'TRIGRAM_heat_least_mitb': 0.5, 'UNI_mitb': 0.5, 'BIGRAM_carmella_lot': 0.5, "TRIGRAM_mitb_women_'s": 0.5, 'BIGRAM_women_works': 0.5, 'BIGRAM_thec_mitb': 0.5, 'TRIGRAM_women_works_hard': 0.5, 'BIGRAM_works_hard': 0.5, 'BIGRAM_mitb_women': 0.5, 'UNI_women': 0.5, 'UNI_hard': 0.5, 'TRIGRAM_love/hate_thec_mitb': 0.5, 'TRIGRAM_thec_mitb_women': 0.5, 'UNI_gives': 0.5, 'TRIGRAM_gives_carmella_lot': 0.5, 'TRIGRAM_lot_heat_least': 0.5, 'UNI_partyjannetty26': 0.5, 'UNI_rt': 0.5, 'BIGRAM_gives_carmella': 0.5, 'BIGRAM_partyjannetty26_love/hate': 0.5, 'TRIGRAM_rt_partyjannetty26_love/hate': 0.5, "BIGRAM_women_'s": 0.5, 'TRIGRAM_hard_gives_carmella': 0.5, 'TRIGRAM_works_hard_gives': 0.5, 'UNI_carmella': 0.5, 'BIGRAM_lot_heat': 0.5, 'UNI_heat': 0.5, 'TRIGRAM_partyjannetty26_love/hate_thec': 0.5, 'BIGRAM_rt_partyjannetty26': 0.5, 'UNI_ending': 0.5, "TRIGRAM_'s_ending_women": 0.5, 'UNI_lot': 0.5, 'BIGRAM_love/hate_thec': 0.5, "TRIGRAM_women_'s_ending": 0.5, 'UNI_works': 0.5, 'TRIGRAM_ending_women_works': 0.5, 'TRIGRAM_carmella_lot_heat': 0.5, 'UNI_least': 0.5, 'BIGRAM_ending_women': 0.5, 'BIGRAM_hard_gives': 0.5}
negative  	{"TRIGRAM_linguist_realise_'s": 0.5, 'UNI_take': 0.5, 'BIGRAM_terrorist_attack': 0.5, "BIGRAM_realise_'s": 0.5, "UNI_'s": 0.5, 'UNI_realise': 0.5, 'TRIGRAM_attack_*innocent*_british…': 0.5, 'UNI_linguist': 0.5, "TRIGRAM_rt_a_leesha1_n't": 0.5, 'BIGRAM_rt_a_leesha1': 0.5, 'UNI_condoning': 0.5, "BIGRAM_a_leesha1_n't": 0.5, 'UNI_terrorist': 0.5, 'BIGRAM_*innocent*_british…': 0.5, 'UNI_a_leesha1': 0.5, "TRIGRAM_'s_legitimising_condoning": 0.5, 'BIGRAM_take_linguist': 0.5, 'TRIGRAM_condoning_terrorist_attack': 0.5, "TRIGRAM_realise_'s_legitimising": 0.5, 'UNI_rt': 0.5, 'UNI_british…': 0.5, 'UNI_attack': 0.5, 'BIGRAM_condoning_terrorist': 0.5, 'TRIGRAM_terrorist_attack_*innocent*': 0.5, "BIGRAM_n't_take": 0.5, 'UNI_legitimising': 0.5, 'UNI_*innocent*': 0.5, "BIGRAM_'s_legitimising": 0.5, 'BIGRAM_linguist_realise': 0.5, 'TRIGRAM_take_linguist_realise': 0.5, 'BIGRAM_attack_*innocent*': 0.5, "UNI_n't": 0.5, 'BIGRAM_legitimising_condoning': 0.5, 'TRIGRAM_legitimising_condoning_terrorist': 0.5, "TRIGRAM_a_leesha1_n't_take": 0.5, "TRIGRAM_n't_take_linguist": 0.5}
negative  	{'UNI_protesters': 0.5, 'TRIGRAM_assassination_play_central': 0.5, 'UNI_liberal': 0.5, 'TRIGRAM_performance_trump_assassination': 0.5, 'BIGRAM_assassination_play': 0.5, 'BIGRAM_final_performance': 0.5, 'TRIGRAM_park_liberal_hate': 0.5, 'BIGRAM_protesters_disrupt': 0.5, 'BIGRAM_park_liberal': 0.5, 'UNI_video': 0.5, 'UNI_play': 0.5, 'TRIGRAM_kills_video_https': 0.5, 'UNI_performance': 0.5, 'TRIGRAM_disrupt_final_performance': 0.5, 'UNI_park': 0.5, 'UNI_sonofliberty357': 0.5, 'UNI_kills': 0.5, 'TRIGRAM_protesters_disrupt_final': 0.5, 'TRIGRAM_hate_kills_video': 0.5, 'BIGRAM_kills_video': 0.5, 'BIGRAM_sonofliberty357_protesters': 0.5, 'UNI_central': 0.5, 'UNI_rt': 0.5, 'BIGRAM_trump_assassination': 0.5, 'TRIGRAM_central_park_liberal': 0.5, 'BIGRAM_central_park': 0.5, 'BIGRAM_rt_sonofliberty357': 0.5, 'UNI_trump': 0.5, 'BIGRAM_video_https': 0.5, 'TRIGRAM_sonofliberty357_protesters_disrupt': 0.5, 'UNI_assassination': 0.5, 'UNI_https': 0.5, 'UNI_disrupt': 0.5, 'UNI_final': 0.5, 'BIGRAM_disrupt_final': 0.5, 'TRIGRAM_play_central_park': 0.5, 'BIGRAM_performance_trump': 0.5, 'BIGRAM_liberal_hate': 0.5, 'TRIGRAM_liberal_hate_kills': 0.5, 'TRIGRAM_final_performance_trump': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_trump_assassination_play': 0.5, 'BIGRAM_play_central': 0.5, 'TRIGRAM_rt_sonofliberty357_protesters': 0.5, 'BIGRAM_hate_kills': 0.5}
negative  	{'BIGRAM_someone_help': 0.5, 'UNI_college': 0.5, 'UNI_someone': 0.5, 'UNI_help': 0.5, 'TRIGRAM_algebra_someone_help': 0.5, 'UNI_hate': 0.5, 'BIGRAM_college_algebra': 0.5, 'BIGRAM_fml_hate': 0.5, 'TRIGRAM_college_algebra_someone': 0.5, 'BIGRAM_algebra_someone': 0.5, 'UNI_algebra': 0.5, 'BIGRAM_hate_college': 0.5, 'UNI_fml': 0.5, 'TRIGRAM_fml_hate_college': 0.5, 'TRIGRAM_hate_college_algebra': 0.5}
negative  	{'UNI_actually': 0.5, "BIGRAM_trobinsonnewera_'d": 0.5, 'BIGRAM_actually_incite': 0.5, 'UNI_idiot': 0.5, 'BIGRAM_incite_hate': 0.5, 'TRIGRAM_incite_hate_u': 0.5, 'BIGRAM_https_//t.co/ewh5jnopb8': 0.5, 'BIGRAM_hate_u': 0.5, "TRIGRAM_'d_actually_incite": 0.5, 'UNI_u': 0.5, 'TRIGRAM_actually_incite_hate': 0.5, 'UNI_facts': 0.5, 'UNI_rt': 0.5, 'BIGRAM_idiot_facts': 0.5, 'BIGRAM_facts_hate': 0.5, "UNI_'d": 0.5, "TRIGRAM_trobinsonnewera_'d_actually": 0.5, 'TRIGRAM_hate_https_//t.co/ewh5jnopb8': 0.5, "TRIGRAM_rt_trobinsonnewera_'d": 0.5, "BIGRAM_'d_actually": 0.5, 'UNI_https': 0.5, 'BIGRAM_rt_trobinsonnewera': 0.5, 'UNI_incite': 0.5, 'BIGRAM_hate_https': 0.5, 'TRIGRAM_idiot_facts_hate': 0.5, 'UNI_trobinsonnewera': 0.5, 'UNI_hate': 0.5, 'BIGRAM_u_idiot': 0.5, 'UNI_//t.co/ewh5jnopb8': 0.5, 'TRIGRAM_facts_hate_https': 0.5, 'TRIGRAM_u_idiot_facts': 0.5, 'TRIGRAM_hate_u_idiot': 0.5}
negative  	{'UNI_rt': 0.5, 'BIGRAM_vantablvck_b': 0.5, 'TRIGRAM_rt_vantablvck_b': 0.5, 'UNI_b': 0.5, 'BIGRAM_rt_vantablvck': 0.5, 'UNI_happy': 0.5, 'BIGRAM_b_happy': 0.5, 'TRIGRAM_vantablvck_b_happy': 0.5, 'UNI_vantablvck': 0.5}
negative  	{'UNI_hate': 0.5}
negative  	{'BIGRAM_jackposobiec_wonder': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_jackposobiec_wonder_filmed': 0.5, 'UNI_//t.co/x2lbun6mrw': 0.5, 'UNI_wonder': 0.5, 'UNI_jackposobiec': 0.5, 'TRIGRAM_wonder_filmed_https': 0.5, 'UNI_filmed': 0.5, 'BIGRAM_rt_jackposobiec': 0.5, 'BIGRAM_filmed_https': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rt_jackposobiec_wonder': 0.5, 'BIGRAM_wonder_filmed': 0.5, 'BIGRAM_https_//t.co/x2lbun6mrw': 0.5, 'TRIGRAM_filmed_https_//t.co/x2lbun6mrw': 0.5}
negative  	{'BIGRAM_hate_https': 0.5, 'UNI_rt': 0.5, 'BIGRAM_rt_yoonjsng': 0.5, 'UNI_//t.co/gsws8ofsvd': 0.5, 'BIGRAM_https_//t.co/gsws8ofsvd': 0.5, 'TRIGRAM_rt_yoonjsng_hate': 0.5, 'TRIGRAM_yoonjsng_hate_https': 0.5, 'BIGRAM_yoonjsng_hate': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_hate_https_//t.co/gsws8ofsvd': 0.5, 'UNI_https': 0.5, 'UNI_yoonjsng': 0.5}
negative  	{'TRIGRAM_rt_iamblackbear_hate': 0.5, 'BIGRAM_iamblackbear_hate': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_iamblackbear_hate_love': 0.5, 'BIGRAM_rt_iamblackbear': 0.5, 'UNI_iamblackbear': 0.5, 'BIGRAM_hate_love': 0.5, 'UNI_hate': 0.5, 'UNI_love': 0.5}
negative  	{'BIGRAM_agreed_https': 0.5, 'UNI_//t.co/p2vkvyoyms': 0.5, 'UNI_https': 0.5, 'TRIGRAM_agreed_https_//t.co/p2vkvyoyms': 0.5, 'UNI_agreed': 0.5, 'BIGRAM_https_//t.co/p2vkvyoyms': 0.5}
negative  	{'UNI_muslim': 0.5, 'UNI_divide': 0.5, 'BIGRAM_hate_fear': 0.5, 'BIGRAM_child_murdered': 0.5, 'UNI_child': 0.5, 'UNI_stop': 0.5, 'TRIGRAM_rt_muslimiq_muslim': 0.5, 'TRIGRAM_fear_divide_u…': 0.5, 'UNI_virginia': 0.5, 'BIGRAM_virginia_london': 0.5, 'BIGRAM_murdered_virginia': 0.5, 'BIGRAM_stop_allow': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_hate_fear_divide': 0.5, 'TRIGRAM_virginia_london_must': 0.5, 'BIGRAM_london_must': 0.5, 'UNI_murdered': 0.5, 'BIGRAM_divide_u…': 0.5, 'TRIGRAM_stop_allow_hate': 0.5, 'UNI_rt': 0.5, 'UNI_must': 0.5, 'UNI_muslimiq': 0.5, 'UNI_fear': 0.5, 'TRIGRAM_murdered_virginia_london': 0.5, 'BIGRAM_fear_divide': 0.5, 'TRIGRAM_london_must_stop': 0.5, 'BIGRAM_muslim_child': 0.5, 'UNI_u…': 0.5, 'UNI_allow': 0.5, 'BIGRAM_allow_hate': 0.5, 'TRIGRAM_allow_hate_fear': 0.5, 'BIGRAM_must_stop': 0.5, 'BIGRAM_muslimiq_muslim': 0.5, 'UNI_london': 0.5, 'BIGRAM_rt_muslimiq': 0.5, 'TRIGRAM_child_murdered_virginia': 0.5, 'TRIGRAM_must_stop_allow': 0.5, 'TRIGRAM_muslimiq_muslim_child': 0.5, 'TRIGRAM_muslim_child_murdered': 0.5}
negative  	{'UNI_lololol': 0.5, 'UNI_rt': 0.5, 'UNI_//t.co/jl5a2fx3lw': 0.5, "BIGRAM_glad_'m": 0.5, 'TRIGRAM_rt_itsleahmeg_glad': 0.5, 'BIGRAM_one_lololol': 0.5, "UNI_'m": 0.5, "TRIGRAM_glad_'m_one": 0.5, 'UNI_https': 0.5, "TRIGRAM_'m_one_lololol": 0.5, 'BIGRAM_https_//t.co/jl5a2fx3lw': 0.5, 'UNI_one': 0.5, 'TRIGRAM_one_lololol_https': 0.5, 'BIGRAM_lololol_https': 0.5, 'UNI_itsleahmeg': 0.5, "BIGRAM_'m_one": 0.5, 'UNI_glad': 0.5, "TRIGRAM_itsleahmeg_glad_'m": 0.5, 'BIGRAM_itsleahmeg_glad': 0.5, 'TRIGRAM_lololol_https_//t.co/jl5a2fx3lw': 0.5, 'BIGRAM_rt_itsleahmeg': 0.5}
negative  	{'UNI_rt': 0.5, 'TRIGRAM_hate_everybody_hometown': 0.5, 'UNI_omgimwigs': 0.5, 'BIGRAM_rt_omgimwigs': 0.5, 'UNI_everybody': 0.5, 'BIGRAM_everybody_hometown': 0.5, 'UNI_hate': 0.5, 'UNI_hometown': 0.5, 'TRIGRAM_rt_omgimwigs_hate': 0.5, 'TRIGRAM_omgimwigs_hate_everybody': 0.5, 'BIGRAM_hate_everybody': 0.5, 'BIGRAM_omgimwigs_hate': 0.5}
negative  	{'BIGRAM_wan_na': 0.5, 'BIGRAM_old_high': 0.5, 'UNI_school': 0.5, 'UNI_wan': 0.5, 'TRIGRAM_na_burn_old': 0.5, 'UNI_ground': 0.5, 'UNI_old': 0.5, 'UNI_high': 0.5, 'TRIGRAM_wan_na_burn': 0.5, 'TRIGRAM_old_high_school': 0.5, 'BIGRAM_high_school': 0.5, 'BIGRAM_na_burn': 0.5, 'UNI_burn': 0.5, 'BIGRAM_school_ground': 0.5, 'TRIGRAM_burn_old_high': 0.5, 'BIGRAM_burn_old': 0.5, 'UNI_na': 0.5, 'TRIGRAM_high_school_ground': 0.5}
negative  	{'BIGRAM_rt_georgiadirtroad': 0.5, 'TRIGRAM_rt_georgiadirtroad_democrats': 0.5, 'UNI_rt': 0.5, 'UNI_america': 0.5, 'UNI_really': 0.5, 'BIGRAM_hate_america': 0.5, 'BIGRAM_democrats_really': 0.5, 'UNI_georgiadirtroad': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_really_hate_america': 0.5, 'BIGRAM_georgiadirtroad_democrats': 0.5, 'TRIGRAM_democrats_really_hate': 0.5, 'TRIGRAM_georgiadirtroad_democrats_really': 0.5, 'UNI_democrats': 0.5, 'BIGRAM_really_hate': 0.5}
negative  	{}
negative  	{'UNI_https': 0.5, 'BIGRAM_https_//t.co/foehbxm03y': 0.5, 'UNI_//t.co/foehbxm03y': 0.5, 'BIGRAM_4worddisappointments_https': 0.5, 'TRIGRAM_4worddisappointments_https_//t.co/foehbxm03y': 0.5, 'UNI_4worddisappointments': 0.5}
negative  	{'BIGRAM_makes_okay': 0.5, 'UNI_rt': 0.5, 'UNI_//t.co/krdxtsmik9': 0.5, 'BIGRAM_okay_https': 0.5, 'UNI_okay': 0.5, 'BIGRAM_rt_mariamastl': 0.5, 'TRIGRAM_mariamastl_makes_okay': 0.5, 'TRIGRAM_rt_mariamastl_makes': 0.5, 'TRIGRAM_makes_okay_https': 0.5, 'TRIGRAM_okay_https_//t.co/krdxtsmik9': 0.5, 'UNI_https': 0.5, 'BIGRAM_https_//t.co/krdxtsmik9': 0.5, 'BIGRAM_mariamastl_makes': 0.5, 'UNI_mariamastl': 0.5, 'UNI_makes': 0.5}
negative  	{'TRIGRAM_parties_https_//t.co/wrpxvybyvl': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_hate_wear_bra': 0.5, 'UNI_trajat931': 0.5, 'BIGRAM_https_//t.co/wrpxvybyvl': 0.5, 'TRIGRAM_trajat931_hate_wear': 0.5, 'UNI_parties': 0.5, 'UNI_//t.co/wrpxvybyvl': 0.5, 'UNI_https': 0.5, 'BIGRAM_trajat931_hate': 0.5, 'BIGRAM_hate_wear': 0.5, 'BIGRAM_bra_parties': 0.5, 'TRIGRAM_bra_parties_https': 0.5, 'UNI_wear': 0.5, 'BIGRAM_parties_https': 0.5, 'TRIGRAM_wear_bra_parties': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_rt_trajat931_hate': 0.5, 'BIGRAM_rt_trajat931': 0.5, 'BIGRAM_wear_bra': 0.5, 'UNI_bra': 0.5}
negative  	{'UNI_rt': 0.5, 'BIGRAM_vantablvck_b': 0.5, 'TRIGRAM_rt_vantablvck_b': 0.5, 'UNI_b': 0.5, 'BIGRAM_rt_vantablvck': 0.5, 'UNI_happy': 0.5, 'BIGRAM_b_happy': 0.5, 'TRIGRAM_vantablvck_b_happy': 0.5, 'UNI_vantablvck': 0.5}
negative  	{'UNI_hate': 0.5}
negative  	{'BIGRAM_hate_https': 0.5, 'UNI_//t.co/rqjjnfyvjy': 0.5, 'TRIGRAM_literally_hate_https': 0.5, 'BIGRAM_https_//t.co/rqjjnfyvjy': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'BIGRAM_literally_hate': 0.5, 'UNI_literally': 0.5, 'TRIGRAM_hate_https_//t.co/rqjjnfyvjy': 0.5}
negative  	{'BIGRAM_much_lol': 0.5, 'UNI_much': 0.5, 'UNI_rhop': 0.5, 'TRIGRAM_hag_much_lol': 0.5, 'BIGRAM_old_hag': 0.5, 'TRIGRAM_hate_old_hag': 0.5, 'UNI_lol': 0.5, 'TRIGRAM_much_lol_rhop': 0.5, 'BIGRAM_hate_old': 0.5, 'UNI_hate': 0.5, 'UNI_hag': 0.5, 'BIGRAM_hag_much': 0.5, 'UNI_old': 0.5, 'BIGRAM_lol_rhop': 0.5, 'TRIGRAM_old_hag_much': 0.5}
negative  	{'UNI_everything': 0.5, 'BIGRAM_manches_hate': 0.5, 'UNI_lalalondra': 0.5, 'TRIGRAM_lalalondra_manches_hate': 0.5, 'BIGRAM_hate_everything': 0.5, 'UNI_manches': 0.5, 'UNI_hate': 0.5, 'BIGRAM_lalalondra_manches': 0.5, 'TRIGRAM_manches_hate_everything': 0.5}
negative  	{"TRIGRAM_'re_embarrassing_stop": 0.5, "UNI_'re": 0.5, 'TRIGRAM_embarrassing_stop_https': 0.5, 'TRIGRAM_stop_https_//t.co/gwi1nerv6t': 0.5, "BIGRAM_'re_embarrassing": 0.5, 'BIGRAM_embarrassing_stop': 0.5, 'BIGRAM_https_//t.co/gwi1nerv6t': 0.5, 'UNI_embarrassing': 0.5, 'UNI_https': 0.5, 'UNI_stop': 0.5, 'UNI_//t.co/gwi1nerv6t': 0.5, 'BIGRAM_stop_https': 0.5}
negative  	{"TRIGRAM_honestly_n't_think": 0.5, 'UNI_honestly': 0.5, 'BIGRAM_much_do.😤😤': 0.5, "UNI_n't": 0.5, 'UNI_think': 0.5, "TRIGRAM_n't_think_person": 0.5, 'TRIGRAM_flies_much_do.😤😤': 0.5, "BIGRAM_n't_think": 0.5, 'TRIGRAM_hate_flies_much': 0.5, 'BIGRAM_think_person': 0.5, 'UNI_do.😤😤': 0.5, 'BIGRAM_earth_hate': 0.5, 'UNI_much': 0.5, 'UNI_earth': 0.5, 'BIGRAM_hate_flies': 0.5, "BIGRAM_honestly_n't": 0.5, 'BIGRAM_flies_much': 0.5, 'UNI_flies': 0.5, 'BIGRAM_person_earth': 0.5, 'TRIGRAM_person_earth_hate': 0.5, 'TRIGRAM_earth_hate_flies': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_think_person_earth': 0.5, 'UNI_person': 0.5}
negative  	{'UNI_hate': 0.5, 'BIGRAM_hate_rn': 0.5, 'UNI_rn': 0.5}
negative  	{'BIGRAM_jackposobiec_wonder': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_jackposobiec_wonder_filmed': 0.5, 'UNI_//t.co/x2lbun6mrw': 0.5, 'UNI_wonder': 0.5, 'UNI_jackposobiec': 0.5, 'TRIGRAM_wonder_filmed_https': 0.5, 'UNI_filmed': 0.5, 'BIGRAM_rt_jackposobiec': 0.5, 'BIGRAM_filmed_https': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rt_jackposobiec_wonder': 0.5, 'BIGRAM_wonder_filmed': 0.5, 'BIGRAM_https_//t.co/x2lbun6mrw': 0.5, 'TRIGRAM_filmed_https_//t.co/x2lbun6mrw': 0.5}
